tourist_id,gender,age,age_group,source_province,attraction_name,attraction_category,attraction_level,city,province,ticket_price,visit_date,visit_duration_hours,spend_amount,other_spend,rating,is_group_tour,group_fee,trip_days,main_spots,transport_mode,season,is_holiday,recommendation_level,satisfaction_level
4661,Male,53,46-55,Yunnan,Le Shan Da Fu,Religious Culture,5A,Le Shan Shi,Sichuan,80,2024/9/29,7.7,270.28,190.28,4.8,Yes,801,6,"Xi Bai Po ,  Shen Nong Jia ,  Ji Gong Shan",Gao Tie + Da Ba,Autumn,Yes,Highly Recommend,Very Satisfied
138,Male,46,46-55,Tibet,Shen Yang Gu Gong,Historical Culture,4A,Shen Yang Shi,Liaoning,60,2022/8/18,1.5,60,0,4.1,No,,,,,Summer,No,Recommend,Satisfied
2238,Male,60,56+,Guizhou,Shang Hai Da Guan Yuan,Theme Park,4A,Shanghai,Shanghai,60,2023/6/3,4.3,283.54,223.54,4.1,Yes,2871,5,"Xia Men Ceng Cuo An ,  Shen Zhen Dong Bu Hua Qiao Cheng ,  Yi Chun Wu Ying Guo Jia Sen Lin Gong Yuan ,  Wan Ning Xing Long Re Dai Zhi Wu Yuan",Gao Tie + Da Ba,Summer,Yes,Recommend,Satisfied
2032,Female,51,46-55,Hebei,Da Jue Shan,Natural Scenery,5A,Fu Zhou Shi,Jiangxi,60,2023/7/31,7.8,559.56,499.56,4.4,No,,,,,Summer,No,Recommend,Satisfied
1920,Female,40,36-45,Henan,Li Shui Yun He Ti Tian,Natural Scenery,4A,Li Shui Shi,Zhejiang,80,2023/6/5,2.9,491.28,411.28,4,Yes,5995,2,"Fa Men Si ,  Shen Zhen Shi Jie Zhi Chuang ,  Tong Tian Yan",Fei Ji + Da Ba,Summer,No,Recommend,Satisfied
6070,Male,63,56+,Macau,Liao Yuan Kuang Gong Mu,Revolutionary Site,4A,Liao Yuan Shi,Jilin,30,2024/11/18,4.5,312.86,282.86,4.3,No,,,,,Autumn,No,Recommend,Satisfied
1545,Female,35,26-35,Guizhou,Hang Zhou Song Cheng,Theme Park,4A,Hang Zhou Shi,Zhejiang,320,2023/2/17,1.3,770.97,450.97,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
9243,Male,25,18-25,Hubei,Chang Chun Dian Ying Zhi Pian Chang,Gong Ye Lv You,4A,Chang Chun Shi,Jilin,90,2022/6/2,2.6,371.97,281.97,4.2,No,,,,,Summer,No,Recommend,Satisfied
3998,Female,60,56+,Qinghai,Long Wan Qun Guo Jia Sen Lin Gong Yuan,Natural Scenery,4A,Tong Hua Shi,Jilin,50,2022/11/28,1.1,182.24,132.24,4.8,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
9150,Female,70,56+,Guizhou,Yu Long Xue Shan,Natural Scenery,5A,Li Jiang Shi,Yunnan,130,2024/11/29,5.1,268.17,138.17,4.6,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
9291,Male,22,18-25,Shaanxi,Nan Yue Heng Shan,Natural Culture,5A,Heng Yang Shi,Hunan,110,2024/3/14,5.7,400.56,290.56,4.7,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
9667,Female,53,46-55,Tibet,Ji Xi Xing Kai Hu,Natural Scenery,4A,Ji Xi Shi,Heilongjiang,45,2024/3/13,1.5,45,0,4.4,No,,,,,Chun Ji,No,Recommend,Satisfied
3388,Female,66,56+,Henan,Xia Men Yuan Lin Zhi Wu Yuan,Botanical Garden,4A,Xia Men Shi,Fujian,40,2024/11/24,6.9,40,0,3.9,No,,,,,Autumn,Yes,Recommend,Satisfied
910,Female,46,46-55,Hunan,Bai Shi Shan,Natural Scenery,4A,Bao Ding Shi,Hebei,135,2022/11/20,7.7,135,0,4.2,No,,,,,Autumn,Yes,Recommend,Satisfied
4986,Male,44,36-45,Anhui,Jing De Zhen Gu Yao,Historical Culture,5A,Jing De Zhen Shi,Jiangxi,95,2024/8/5,3.3,183.22,88.22,4.8,No,,,,,Summer,No,Highly Recommend,Very Satisfied
6175,Female,20,18-25,Guangdong,Hang Zhou Xi Hu,Natural Scenery,5A,Hang Zhou Shi,Zhejiang,0,2023/11/27,7.9,181.5,181.5,4.4,No,,,,,Autumn,No,Recommend,Satisfied
6092,Male,28,26-35,Gansu,Wu Xi Ying Shi Ji Di,Theme Park,5A,Wu Xi Shi,Jiangsu,150,2022/11/3,6,447.28,297.28,4.2,Yes,793,2,"Nan Shan Wen Hua Lv You Qu ,  Shen Yang Shi Bo Yuan ,  Ji Gong Shan ,  Xing Tai Da Xia Gu",Fei Ji + Da Ba,Autumn,No,Recommend,Satisfied
4346,Male,44,36-45,Sichuan,Fang Te Huan Le Shi Jie,Theme Park,5A,Wu Hu Shi,Anhui,280,2022/11/21,6.2,345.66,65.66,5,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
1357,Male,37,36-45,Tianjin,Liu Zhou Long Tan Gong Yuan,Natural Scenery,4A,Liu Zhou Shi,Guangxi,0,2024/7/31,3.7,100.27,100.27,4.6,No,,,,,Summer,No,Highly Recommend,Very Satisfied
9655,Female,24,18-25,Chongqing,Nan Jing Bo Wu Yuan,Wen Bo Yuan Guan,4A,Nan Jing Shi,Jiangsu,0,2022/8/25,5.8,398.66,398.66,4,No,,,,,Summer,No,Recommend,Satisfied
6209,Male,66,56+,Anhui,Huang Shi Guo Jia Kuang Shan Gong Yuan,Gong Ye Lv You,4A,Huang Shi Shi,Hubei,50,2023/4/12,3.6,339.21,289.21,4.8,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
6316,Female,39,36-45,Shandong,Ha Er Bin Bing Xue Da Shi Jie,Theme Park,4A,Ha Er Bin Shi,Heilongjiang,330,2023/8/7,5.5,584.77,254.77,3.9,No,,,,,Summer,No,Recommend,Satisfied
3407,Male,69,56+,Chongqing,Han Yang Ling,Historical Site,4A,Xian Yang Shi,Shaanxi,70,2022/12/5,2,70,0,4.2,Yes,6363,6,"Zhang Jia Kou Da Jing Men ,  Qing Xi Ling ,  Tong Li Gu Zhen ,  Huang Di Ling",Fei Ji + Da Ba,Winter,No,Recommend,Satisfied
8,Male,54,46-55,Hainan,Shang Hai Huan Qiu Jin Rong Zhong Xin,Urban Landmark,4A,Shanghai,Shanghai,180,2024/6/28,7.5,182.66,2.66,3.8,Yes,3019,5,"Shang Hai Dong Wu Yuan ,  Jing Gang Shan ,  Shang Hai Ke Ji Guan ,  Wei Zhou Dao ,  Tie Ling Long Shou Shan ,  Yuan Yang Ti Tian",Kong Tiao Da Ba,Summer,No,Recommend,Satisfied
3738,Male,59,56+,Guangxi,Lang Shan,Natural Scenery,5A,Shao Yang Shi,Hunan,136,2024/1/28,7.4,136,0,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
1695,Male,21,18-25,Shanxi,Xi An Cheng Qiang,Historical Architecture,5A,Xi An Shi,Shaanxi,54,2024/3/17,3.4,197.65,143.65,4.7,Yes,2309,4,"Teng Chong Re Hai ,  Zhou Shan Zhu Jia Jian ,  Jian Shui Gu Cheng ,  De Zhou Tai Yang Gu",Kong Tiao Da Ba,Chun Ji,Yes,Highly Recommend,Very Satisfied
5005,Female,57,56+,Sichuan,Peng Lai Ge,Historical Culture,5A,Yan Tai Shi,Shandong,100,2023/7/18,5.5,189.32,89.32,4.2,No,,,,,Summer,No,Recommend,Satisfied
465,Female,50,46-55,Ningxia,Dan Dong Feng Huang Shan,Natural Scenery,4A,Dan Dong Shi,Liaoning,80,2022/10/8,7.5,80,0,3.9,Yes,5617,7,"Chang Zhou Zhong Hua Kong Long Yuan ,  San Jiang Cheng Yang Ba Zhai ,  Tian Xia Di Yi Quan ,  Cai Shi Ji ,  Bei Jing Zhi Wu Yuan ,  Lu Ya Shan",Fei Ji + Da Ba,Autumn,Yes,Recommend,Satisfied
2297,Male,18,18-25,Inner Mongolia,Nan Luo Gu Xiang,Historical Culture,4A,Beijing,Beijing,0,2025/2/3,6.5,38.04,38.04,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
5560,Female,65,56+,Henan,Yin Xu,Historical Site,5A,An Yang Shi,Henan,70,2022/7/22,6.1,152.27,82.27,4.1,Yes,5235,3,"Ping Yao Gu Cheng ,  Tian Zhu Shan ,  Lang Zhong Gu Cheng ,  Mei Zhou Dao ,  Tong Tian Yan",Kong Tiao Da Ba,Summer,No,Recommend,Satisfied
6089,Male,54,46-55,Jiangxi,Jing Men Ming Xian Ling,Historical Site,4A,Jing Men Shi,Hubei,50,2024/9/27,6.7,548.32,498.32,4.4,Yes,6776,7,"En Shi Da Xia Gu ,  Wang Jia Da Yuan ,  Dong Hu ,  Ping Yao Gu Cheng ,  Wu Da Lian Chi",Gao Tie + Da Ba,Autumn,No,Recommend,Satisfied
7347,Male,40,36-45,Guizhou,Shao Shan,Revolutionary Site,5A,Xiang Tan Shi,Hunan,60,2022/6/12,2.2,538.32,478.32,4.4,No,,,,,Summer,Yes,Recommend,Satisfied
8898,Female,60,56+,Zhejiang,Liao Yang Guang You Si,Religious Culture,4A,Liao Yang Shi,Liaoning,40,2024/12/15,4.1,40,0,4.3,No,,,,,Winter,Yes,Recommend,Satisfied
7681,Female,25,18-25,Tianjin,Shang Hai Zi Ran Bo Wu Guan,Wen Bo Yuan Guan,4A,Shanghai,Shanghai,30,2022/5/22,3.9,62.59,32.59,4,No,,,,,Chun Ji,Yes,Recommend,Satisfied
3498,Male,58,56+,Liaoning,Shi Jie Gong Yuan,Theme Park,4A,Beijing,Beijing,100,2025/3/11,7.1,424.01,324.01,4.4,No,,,,,Chun Ji,No,Recommend,Satisfied
27,Female,54,46-55,Anhui,Kun Ming Shi Bo Yuan,Theme Park,5A,Kun Ming Shi,Yunnan,100,2024/6/13,5,100,0,4.8,No,,,,,Summer,No,Highly Recommend,Very Satisfied
1167,Female,58,56+,Hunan,Tai Hang Shan Da Xia Gu,Natural Scenery,5A,Zhang Zhi Shi,Shanxi,140,2024/3/1,5.7,140,0,5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
4561,Male,66,56+,Jilin,San Qing Shan,Natural Scenery,5A,Shang Rao Shi,Jiangxi,120,2023/4/8,1.9,442.41,322.41,4.7,Yes,3708,5,"Tai Xing Da Xia Gu ,  Chang Zhou Zhong Hua Kong Long Yuan ,  Qing Yuan Shan",Fei Ji + Da Ba,Chun Ji,Yes,Highly Recommend,Very Satisfied
4636,Female,34,26-35,Shanghai,Tian Tai Shan,Natural Culture,5A,Tai Zhou Shi,Zhejiang,65,2024/8/28,7,236.18,171.18,4.7,No,,,,,Summer,No,Highly Recommend,Very Satisfied
3856,Female,49,46-55,Xinjiang,Kai Ping Diao Lou,Historical Architecture,5A,Jiang Men Shi,Guangdong,180,2023/7/4,7.1,652.12,472.12,4.6,No,,,,,Summer,No,Highly Recommend,Very Satisfied
2832,Female,65,56+,Ningxia,Qin Shi Huang Bing Ma Yong,Historical Site,5A,Xi An Shi,Shaanxi,120,2025/1/23,7.9,120,0,4.2,No,,,,,Winter,Yes,Recommend,Satisfied
9982,Male,67,56+,Guizhou,Ba Da Ling Chang Cheng,Historical Culture,5A,Beijing,Beijing,40,2023/8/12,6.8,149.53,109.53,4.2,No,,,,,Summer,Yes,Recommend,Satisfied
6619,Female,51,46-55,Hunan,Lang Zhong Gu Cheng,Ancient Town,5A,Nan Chong Shi,Sichuan,120,2022/7/29,6.6,219.29,99.29,5,No,,,,,Summer,No,Highly Recommend,Very Satisfied
6072,Male,68,56+,Inner Mongolia,Hua Qing Gong,Historical Culture,5A,Xi An Shi,Shaanxi,120,2022/11/10,1.6,120,0,4.7,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
1259,Female,46,46-55,Tibet,Shang Hai Ying Shi Le Yuan,Theme Park,4A,Shanghai,Shanghai,80,2023/10/21,6.1,80,0,4.4,No,,,,,Autumn,Yes,Recommend,Satisfied
5899,Male,31,26-35,Qinghai,Zhao Qing Xing Hu,Natural Scenery,5A,Zhao Qing Shi,Guangdong,78,2025/2/12,6.3,97.97,19.97,4.5,Yes,1652,6,"Gui Lin Li Jiang ,  Wu Zhou Qi Lou Cheng ,  Qing Dao Hai Bin Feng Jing Qu ,  Long Yan Guan Zhi Shan ,  Teng Wang Ge",Gao Tie + Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
2238,Male,60,56+,Guizhou,Sha Mian Dao,Historical Culture,4A,Guang Zhou Shi,Guangdong,0,2023/5/12,5.5,136.52,136.52,4.2,No,,,,,Chun Ji,No,Recommend,Satisfied
7949,Male,43,36-45,Gansu,He Gang Luo Bei Ming Shan Dao,Natural Scenery,4A,He Gang Shi,Heilongjiang,50,2023/4/5,1.4,510.27,460.27,4.4,No,,,,,Chun Ji,No,Recommend,Satisfied
299,Male,20,18-25,Gansu,Tong Ling Tian Jing Hu,Natural Scenery,4A,Tong Ling Shi,Anhui,0,2022/8/16,7.1,0,0,4.1,Yes,772,3,"Tai Lao Shan ,  San He Gu Zhen ,  Heng Shui Hu ,  Yuan Ming Yuan Yi Zhi Gong Yuan ,  Guang Fu Gu Cheng ,  Yan Tai Shan",Fei Ji + Da Ba,Summer,No,Recommend,Satisfied
5751,Female,41,36-45,Shanxi,Shang Hai Du Sha Fu Ren La Xiang Guan,Zhu Ti Zhan Lan,4A,Shanghai,Shanghai,190,2025/4/8,5,190,0,4.4,No,,,,,Chun Ji,No,Recommend,Satisfied
3845,Female,26,26-35,Gansu,Tang Shan Nan Hu,Cheng Shi Gong Yuan,4A,Tang Shan Shi,Hebei,0,2024/7/6,1.2,318.4,318.4,4.4,No,,,,,Summer,Yes,Recommend,Satisfied
6017,Male,53,46-55,Ningxia,Xian Ning Jiu Gong Shan,Natural Scenery,4A,Xian Ning Shi,Hubei,60,2022/12/25,6.5,135.95,75.95,4.2,Yes,1032,2,"San Qing Shan ,  Xiang Ge Li La ,  Kun Ming Shi Bo Yuan ,  San He Gu Zhen ,  Hai Luo Gou ,  Gui Lin Liang Jiang Si Hu",Gao Tie + Da Ba,Winter,Yes,Recommend,Satisfied
5493,Female,48,46-55,Qinghai,Gui Feng,Natural Scenery,5A,Shang Rao Shi,Jiangxi,60,2023/1/27,5.8,60,0,5,Yes,1063,6,"Chang Zhou Zhong Hua Kong Long Yuan ,  Bai Shan Chang Bai Shan Da Xia Gu ,  Gu Lang Yu ,  Ji Lin Bei Shan ,  Lang Zhong Gu Cheng ,  Fa Men Si",Kong Tiao Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
7525,Female,23,18-25,Chongqing,Cha Gan Hu,Natural Scenery,4A,Song Yuan Shi,Jilin,25,2023/4/20,4.2,397.78,372.78,3.9,No,,,,,Chun Ji,No,Recommend,Satisfied
7859,Male,18,18-25,Shanghai,Guo Jia Bo Wu Guan,Wen Bo Yuan Guan,4A,Beijing,Beijing,0,2023/12/25,2.8,230.39,230.39,4,No,,,,,Winter,No,Recommend,Satisfied
7187,Male,30,26-35,Shandong,Tong Li Gu Zhen,Ancient Town,5A,Su Zhou Shi,Jiangsu,100,2025/1/23,2.5,100,0,4,Yes,911,7,"Long Hu Shan ,  Zi Bo Zhou Cun Gu Shang Cheng ,  Lu Ya Shan ,  Heng Dian Ying Shi Cheng ,  Chang Zhou Zhong Hua Kong Long Yuan",Kong Tiao Da Ba,Winter,Yes,Recommend,Satisfied
1189,Female,27,26-35,Gansu,Da Xing An Ling Mo He Bei Ji Cun,Natural Scenery,4A,Da Xing An Ling Di Qu,Heilongjiang,68,2024/1/28,7,516.98,448.98,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
2662,Male,30,26-35,Yunnan,Fang Te Huan Le Shi Jie,Theme Park,5A,Wu Hu Shi,Anhui,280,2022/11/14,5.2,555.63,275.63,4.3,No,,,,,Autumn,No,Recommend,Satisfied
5442,Male,54,46-55,Hubei,E Mei Shan,Natural Culture,5A,Le Shan Shi,Sichuan,160,2023/5/19,6,373.91,213.91,4.7,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
2375,Male,56,56+,Qinghai,Jia Mu Si Tong Jiang San Jiang Kou,Natural Scenery,4A,Jia Mu Si Shi,Heilongjiang,30,2024/1/9,6.6,330.88,300.88,4.6,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
9862,Male,61,56+,Hunan,Xian Tao Meng Li Shui Xiang,Natural Scenery,4A,Xian Tao Shi,Hubei,100,2025/1/21,6.4,229.15,129.15,4.1,No,,,,,Winter,Yes,Recommend,Satisfied
2163,Male,20,18-25,Chongqing,Wu Yuan,Natural Scenery,5A,Shang Rao Shi,Jiangxi,210,2024/12/15,6.2,443.29,233.29,4.3,No,,,,,Winter,Yes,Recommend,Satisfied
1236,Male,57,56+,Henan,Qian Shan,Natural Scenery,5A,An Shan Shi,Liaoning,80,2025/2/17,3.4,217.74,137.74,4.9,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
8436,Male,65,56+,Guangxi,Yan Di Ling,Historical Culture,5A,Zhu Zhou Shi,Hunan,60,2023/9/25,6.4,501.01,441.01,4.4,Yes,5194,6,"Wei Hai Hua Xia Cheng ,  Zheng Ding Long Xing Si ,  Ji Xi Xing Kai Hu ,  Long Hu Shan ,  Sui Hua Jin Gui Shan Zhuang ,  Shang Hai Huan Le Gu",Kong Tiao Da Ba,Autumn,No,Recommend,Satisfied
5184,Male,35,26-35,Jiangxi,Hu Kou Pu Bu,Natural Scenery,4A,Lin Fen Shi,Shanxi,100,2023/12/31,1.6,325.91,225.91,4.2,No,,,,,Winter,Yes,Recommend,Satisfied
2679,Male,23,18-25,Hebei,Chao Zhou Guang Ji Qiao,Historical Architecture,4A,Chao Zhou Shi,Guangdong,20,2022/12/31,2.7,138.63,118.63,3.5,Yes,4454,1,"Jia Xing Nan Hu ,  Shang Hai Dong Wu Yuan ,  Shen Yang Shi Bo Yuan",Kong Tiao Da Ba,Winter,Yes,Recommend,Satisfied
3666,Male,41,36-45,Xinjiang,Yu Lin Yun Tian Wen Hua Cheng,Theme Park,4A,Yu Lin Shi,Guangxi,150,2022/8/11,2.6,150,0,4.7,No,,,,,Summer,No,Highly Recommend,Very Satisfied
4884,Male,38,36-45,Jiangxi,Wu Gong Shan,Natural Scenery,5A,Ping Xiang Shi,Jiangxi,70,2023/2/5,4.1,304.83,234.83,4.2,No,,,,,Winter,Yes,Recommend,Satisfied
1557,Female,40,36-45,Taiwan,Zi Que Jie Ti Tian,Natural Scenery,4A,Lou Di Shi,Hunan,68,2024/1/31,1.1,228.48,160.48,4.4,Yes,1746,6,"Kuan Zhai Xiang Zi ,  Liu Ye Hu ,  Wei Zhou Dao ,  Guang Fu Gu Cheng ,  Long Ting Gong Yuan",Kong Tiao Da Ba,Winter,Yes,Recommend,Satisfied
359,Female,66,56+,Tibet,Jian Men Guan,Historical Culture,5A,Guang Yuan Shi,Sichuan,105,2022/7/18,6.2,317.29,212.29,4.9,No,,,,,Summer,No,Highly Recommend,Very Satisfied
1363,Female,41,36-45,Shanxi,Wai Tan,Urban Landscape,4A,Shanghai,Shanghai,0,2024/7/15,3.1,81.34,81.34,4.2,Yes,1234,1,"Jing De Zhen Tao Ci Bo Wu Guan ,  Fu Zi Miao Qin Huai Feng Guang Dai ,  Bei Hai Gong Yuan ,  San Qing Shan",Fei Ji + Da Ba,Summer,No,Recommend,Satisfied
8960,Female,48,46-55,Hubei,Tian Tai Shan,Natural Culture,5A,Tai Zhou Shi,Zhejiang,65,2024/1/23,6.2,128.93,63.93,4.3,No,,,,,Winter,Yes,Recommend,Satisfied
9462,Male,66,56+,Sichuan,Rui Jin Gong He Guo Yao Lan,Revolutionary Site,5A,Gan Zhou Shi,Jiangxi,65,2022/11/27,3.3,72.21,7.21,4.7,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
4805,Female,57,56+,Zhejiang,Bai Yun Shan,Natural Scenery,5A,Guang Zhou Shi,Guangdong,5,2024/3/19,3.1,119.56,114.56,4.6,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
874,Female,46,46-55,Sichuan,Hui Zhou Xi Hu,Natural Scenery,4A,Hui Zhou Shi,Guangdong,0,2024/3/18,7.7,213.6,213.6,4.7,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
5504,Female,29,26-35,Chongqing,Zhu Jia Jiao Gu Zhen,Ancient Town,4A,Shanghai,Shanghai,60,2024/4/30,7.5,60,0,4.1,No,,,,,Chun Ji,No,Recommend,Satisfied
7592,Male,59,56+,Liaoning,Long Yan Guan Zhi Shan,Natural Scenery,4A,Long Yan Shi,Fujian,115,2023/6/5,5.6,141.79,26.79,4.2,Yes,4541,5,"Qing Xi Ling ,  Fu Zhou San Shan Liang Ta ,  Sui Zhou Yan Di Gu Li ,  Yue Yang Lou ,  Qi Kou Gu Zhen",Kong Tiao Da Ba,Summer,No,Recommend,Satisfied
1779,Male,22,18-25,Hainan,Yang Shuo Xi Jie,Ancient Town,4A,Gui Lin Shi,Guangxi,0,2022/7/26,7.1,284.33,284.33,3.7,No,,,,,Summer,No,Recommend,Satisfied
4762,Male,45,36-45,Fujian,Yan Di Ling,Historical Culture,5A,Zhu Zhou Shi,Hunan,60,2022/12/26,4.5,351.73,291.73,4.9,No,,,,,Winter,No,Highly Recommend,Very Satisfied
1905,Female,22,18-25,Inner Mongolia,Jian Men Guan,Historical Culture,5A,Guang Yuan Shi,Sichuan,105,2024/5/22,6,388.43,283.43,4.4,Yes,3506,1,"Du Fu Cao Tang ,  Liu Ye Hu ,  Cha Ya Shan",Gao Tie + Da Ba,Chun Ji,No,Recommend,Satisfied
3988,Female,56,56+,Macau,Shang Hai Di Shi Ni Le Yuan,Theme Park,5A,Shanghai,Shanghai,399,2023/6/14,2.8,399,0,4.4,No,,,,,Summer,No,Recommend,Satisfied
1196,Male,38,36-45,Beijing,Qing Yuan Shan,Natural Culture,5A,Quan Zhou Shi,Fujian,70,2024/4/25,5.9,459.52,389.52,4.4,No,,,,,Chun Ji,No,Recommend,Satisfied
3146,Male,69,56+,Anhui,An Yuan Lu Kuang Gong Ren Yun Dong Ji Nian Guan,Revolutionary Site,4A,Ping Xiang Shi,Jiangxi,0,2022/6/29,4.9,443.56,443.56,3.7,Yes,1547,5,"Yu Long Xue Shan ,  Yun Tai Shan ,  Tai Yuan Fen He Gong Yuan",Gao Tie + Da Ba,Summer,No,Recommend,Satisfied
1541,Female,52,46-55,Ningxia,Jing Po Hu,Natural Scenery,5A,Mu Dan Jiang Shi,Heilongjiang,100,2024/12/23,5.4,100,0,5,Yes,7772,6,"Tai Bai Shan ,  Bing Lang Gu ,  Guan Lin",Gao Tie + Da Ba,Winter,No,Highly Recommend,Very Satisfied
3168,Female,49,46-55,Guangdong,Yun Cheng Yan Hu,Natural Scenery,4A,Yun Cheng Shi,Shanxi,30,2025/1/26,7,212.85,182.85,4.7,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
4001,Male,33,26-35,Zhejiang,Sha Mian Dao,Historical Culture,4A,Guang Zhou Shi,Guangdong,0,2024/3/6,7.4,64.84,64.84,3.8,Yes,5969,4,"Chen Jia Ci ,  Wu Yi Shan ,  Chang Zhou Zhong Hua Kong Long Yuan ,  Guang Fu Gu Cheng ,  Bei Jing Dong Wu Yuan ,  Dian Chi",Kong Tiao Da Ba,Chun Ji,No,Recommend,Satisfied
5943,Female,45,36-45,Jilin,Mang Shan,Natural Scenery,4A,Chen Zhou Shi,Hunan,80,2024/10/27,2.4,463.37,383.37,5,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
480,Male,54,46-55,Sichuan,Tian Men Lu Yu Gu Li,Historical Culture,4A,Tian Men Shi,Hubei,60,2024/1/18,7.8,60,0,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
530,Female,23,18-25,Beijing,Tai Er Zhuang Gu Cheng,Ancient Town,5A,Zao Zhuang Shi,Shandong,160,2023/11/14,4.8,591.06,431.06,4.9,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
1421,Female,37,36-45,Sichuan,Tai Er Zhuang Gu Cheng,Ancient Town,5A,Zao Zhuang Shi,Shandong,160,2023/8/16,6.5,465.85,305.85,4.3,No,,,,,Summer,No,Recommend,Satisfied
5763,Female,67,56+,Shaanxi,Hang Zhou Xi Hu,Natural Scenery,5A,Hang Zhou Shi,Zhejiang,0,2024/11/8,2.9,0,0,4.3,No,,,,,Autumn,No,Recommend,Satisfied
4976,Male,34,26-35,Qinghai,Jin Ci,Historical Culture,4A,Tai Yuan Shi,Shanxi,80,2024/12/1,7.1,323.07,243.07,3.7,No,,,,,Winter,Yes,Recommend,Satisfied
5272,Male,32,26-35,Tibet,He Chi Ba Ma Chang Shou Cun,Min Su Wen Hua,4A,He Chi Shi,Guangxi,0,2022/9/3,5.8,0,0,3.8,No,,,,,Autumn,Yes,Recommend,Satisfied
5073,Female,33,26-35,Shanghai,San Qing Shan,Natural Scenery,5A,Shang Rao Shi,Jiangxi,120,2023/7/7,2.5,211.36,91.36,4.3,No,,,,,Summer,No,Recommend,Satisfied
916,Male,57,56+,Jilin,Wu Tai Shan,Religious Culture,5A,Xin Zhou Shi,Shanxi,135,2023/3/12,6.6,491.54,356.54,5,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
4570,Male,57,56+,Tianjin,Si Gu Niang Shan,Natural Scenery,4A,A Ba Zhou,Sichuan,150,2024/12/1,2.1,485.67,335.67,5,Yes,605,7,"Guo Jia Bo Wu Guan ,  Sui Zhou Yan Di Gu Li ,  Yan Cheng Dan Ding He Shi Di",Kong Tiao Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
5482,Female,58,56+,Taiwan,Qiong Hai Bo Ao Ya Zhou Lun Tan,Theme Park,4A,Qiong Hai Shi,Hainan,128,2024/2/3,5.5,263.5,135.5,4.5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
996,Male,65,56+,Taiwan,Shang Hai Di Shi Ni Le Yuan,Theme Park,5A,Shanghai,Shanghai,399,2023/8/2,5.3,560.71,161.71,5,Yes,2871,5,"Xia Men Ceng Cuo An ,  Shen Zhen Dong Bu Hua Qiao Cheng ,  Yi Chun Wu Ying Guo Jia Sen Lin Gong Yuan ,  Wan Ning Xing Long Re Dai Zhi Wu Yuan",Gao Tie + Da Ba,Summer,No,Highly Recommend,Very Satisfied
7627,Male,61,56+,Jiangsu,Shou Xi Hu,Natural Scenery,5A,Yang Zhou Shi,Jiangsu,150,2022/6/10,6.3,347.9,197.9,4.9,Yes,1023,3,"Yan Dang Shan ,  Zhan Jiang Hu Guang Yan ,  Bei Jing Huan Le Gu ,  Xi Shuang Ban Na Re Dai Zhi Wu Yuan",Kong Tiao Da Ba,Summer,No,Highly Recommend,Very Satisfied
7729,Female,43,36-45,Taiwan,Han Yang Ling,Historical Site,4A,Xian Yang Shi,Shaanxi,70,2022/12/17,3.2,552.96,482.96,4.8,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
3663,Female,38,36-45,Hubei,Xi Bai Po,Revolutionary Site,5A,Shi Jia Zhuang Shi,Hebei,0,2022/9/2,3.1,278.69,278.69,5,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
6282,Female,31,26-35,Sichuan,Le Shan Da Fu,Religious Culture,5A,Le Shan Shi,Sichuan,80,2024/11/5,6.5,518.1,438.1,4.9,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
8817,Female,66,56+,Guangdong,Wu Zhou Qi Lou Cheng,Historical Culture,4A,Wu Zhou Shi,Guangxi,0,2023/11/12,2.8,460.78,460.78,4.9,Yes,6572,4,"Nan Jing Bo Wu Yuan ,  Wu Dang Shan ,  Chao Hu ,  Chang Bai Shan",Kong Tiao Da Ba,Autumn,Yes,Highly Recommend,Very Satisfied
